"Timestamp","Node","CPU_Usage","Memory_Usage","Disk_Usage","Network_Usage","Pod_Status","K8s_Event_Log","System_Log","Network_Error"
"2025-03-22 13:36:29","node-236","64%","57%","15%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:41:41","node-237","84%","47%","83%","Normal","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:38:09","node-238","76%","13%","56%","High Traffic","Terminating","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:57:41","node-239","61%","21%","50%","Congested","Terminating","Volume mount error","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:38:45","node-240","50%","87%","42%","High Traffic","Pending","Volume mount error","Kernel Panic","Timeout detected"
"2025-03-22 13:59:53","node-241","22%","5%","35%","Congested","CrashLoopBackOff","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:10:42","node-242","66%","36%","40%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:18:28","node-243","89%","25%","60%","Normal","Unknown","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 14:01:29","node-244","50%","68%","86%","High Traffic","Failed","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:53:33","node-245","77%","64%","89%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:51:26","node-246","35%","89%","48%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:17","node-247","37%","45%","95%","High Traffic","Terminating","Container OOMKilled","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:13:44","node-248","49%","8%","97%","High Traffic","Terminating","Pod eviction error","Disk Failure","Connection Refused"
"2025-03-22 13:35:36","node-249","68%","5%","31%","High Traffic","CrashLoopBackOff","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:36:56","node-250","7%","80%","59%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:52:31","node-251","73%","59%","74%","Congested","Failed","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:13:37","node-252","56%","38%","25%","High Traffic","Unknown","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:51:07","node-253","10%","23%","46%","Normal","Pending","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:51:13","node-254","77%","42%","82%","High Traffic","CrashLoopBackOff","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 13:08:51","node-255","40%","91%","99%","Normal","CrashLoopBackOff","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:42:58","node-256","20%","42%","80%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:26:48","node-257","44%","15%","39%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:22","node-258","59%","41%","58%","High Traffic","CrashLoopBackOff","Pod eviction error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:56:32","node-259","68%","30%","76%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:37:21","node-260","56%","7%","10%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:19","node-261","32%","86%","81%","High Traffic","Terminating","Pod eviction error","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:52:31","node-262","29%","32%","26%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:47:33","node-263","19%","59%","15%","Normal","CrashLoopBackOff","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:54:51","node-264","24%","62%","95%","Congested","Unknown","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:22:08","node-265","74%","69%","46%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:42","node-266","83%","61%","62%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:16:17","node-267","96%","30%","57%","Normal","Terminating","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:03:06","node-268","86%","72%","48%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:06","node-269","79%","34%","52%","Congested","CrashLoopBackOff","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:16:40","node-270","58%","18%","47%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:03","node-271","15%","90%","62%","High Traffic","Unknown","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:57:03","node-272","27%","5%","87%","High Traffic","Unknown","Volume mount error","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:41:45","node-273","48%","37%","51%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:53:39","node-274","94%","73%","67%","High Traffic","CrashLoopBackOff","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:21:38","node-275","50%","71%","79%","Congested","Pending","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:23:23","node-276","53%","36%","79%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:50:39","node-277","91%","24%","82%","Congested","Failed","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:40:46","node-278","47%","29%","69%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:19","node-279","76%","82%","57%","Congested","Unknown","Container OOMKilled","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:36:33","node-280","34%","80%","21%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:49:14","node-281","79%","96%","13%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:30:57","node-282","87%","72%","65%","Normal","Unknown","Pod eviction error","Kernel Panic","Connection Refused"
"2025-03-22 13:16:08","node-283","90%","21%","91%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:19:01","node-284","69%","67%","11%","Congested","Unknown","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:28:26","node-285","50%","97%","69%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:44:06","node-286","47%","19%","52%","Normal","Terminating","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:31:41","node-287","11%","19%","93%","Congested","Terminating","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:45:14","node-288","28%","67%","73%","Normal","Terminating","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:49:18","node-289","83%","98%","55%","Congested","Pending","Volume mount error","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:17:11","node-290","82%","54%","18%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:01:51","node-291","40%","92%","78%","High Traffic","Unknown","Pod eviction error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:55:01","node-292","44%","17%","88%","Normal","CrashLoopBackOff","Node NotReady","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:23:15","node-293","49%","40%","11%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:28:39","node-294","10%","84%","82%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:09:32","node-295","27%","60%","28%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:30:30","node-296","72%","67%","49%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:15:57","node-297","92%","96%","38%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:36:32","node-298","41%","68%","52%","High Traffic","Pending","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 13:29:22","node-299","94%","27%","81%","Congested","Unknown","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:13:38","node-300","45%","55%","77%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:21","node-301","73%","27%","72%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:04:48","node-302","8%","29%","53%","Normal","Terminating","Pod eviction error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:39:03","node-303","40%","20%","65%","Normal","CrashLoopBackOff","Container OOMKilled","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:08:43","node-304","36%","17%","19%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:38:43","node-305","36%","9%","87%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:11:58","node-306","63%","49%","20%","Normal","Failed","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:10:38","node-307","77%","9%","82%","Congested","CrashLoopBackOff","Volume mount error","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:03:49","node-308","31%","38%","60%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:50:26","node-309","74%","22%","86%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:37:35","node-310","51%","67%","57%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:35:03","node-311","72%","24%","87%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:27","node-312","32%","34%","81%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:46","node-313","5%","46%","36%","Congested","Terminating","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:43:11","node-314","92%","10%","23%","Normal","CrashLoopBackOff","Pod eviction error","High CPU warning","Timeout detected"
"2025-03-22 13:44:45","node-315","67%","24%","89%","Congested","CrashLoopBackOff","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:29:09","node-316","22%","67%","27%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:35:43","node-317","90%","72%","81%","Congested","Terminating","Volume mount error","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:15:18","node-318","71%","59%","15%","High Traffic","Unknown","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:52:51","node-319","59%","97%","65%","Normal","Unknown","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:11:25","node-320","45%","12%","25%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:11:17","node-321","42%","55%","33%","Normal","Pending","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:26:38","node-322","76%","81%","63%","Congested","Pending","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:22:37","node-323","58%","49%","70%","High Traffic","CrashLoopBackOff","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:42:24","node-324","49%","22%","75%","Normal","Terminating","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:03:08","node-325","36%","77%","85%","Normal","Failed","Pod eviction error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:38:00","node-326","91%","37%","31%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:21","node-327","14%","83%","65%","High Traffic","Pending","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:59:52","node-328","72%","63%","58%","Congested","Pending","Node NotReady","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:39:09","node-329","30%","87%","61%","Congested","Pending","Container OOMKilled","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:45:34","node-330","33%","7%","50%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:18:52","node-331","88%","67%","45%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:29:16","node-332","53%","70%","82%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:59:36","node-333","31%","5%","56%","Congested","CrashLoopBackOff","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:38:52","node-334","91%","7%","91%","Congested","Pending","Container OOMKilled","Kernel Panic","Packet Loss"
"2025-03-22 13:20:35","node-335","65%","87%","89%","Congested","Terminating","Pod eviction error","Disk Failure","Packet Loss"
"2025-03-22 13:25:44","node-336","77%","37%","64%","Congested","Terminating","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:28:10","node-337","37%","64%","90%","Normal","Unknown","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:36:25","node-338","46%","40%","33%","Normal","Failed","Container OOMKilled","Disk Failure","Packet Loss"
"2025-03-22 13:05:59","node-339","97%","12%","31%","Normal","CrashLoopBackOff","Volume mount error","Kernel Panic","Timeout detected"
"2025-03-22 13:22:40","node-340","38%","71%","50%","Normal","Failed","Container OOMKilled","Disk Failure","Packet Loss"
"2025-03-22 13:51:41","node-341","77%","80%","33%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:35","node-342","25%","77%","13%","High Traffic","Failed","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:54:28","node-343","51%","30%","23%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:03:54","node-344","45%","85%","36%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:36","node-345","70%","77%","15%","High Traffic","Unknown","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:12:09","node-346","68%","31%","70%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:43:40","node-347","68%","20%","79%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:21:00","node-348","32%","68%","86%","Congested","CrashLoopBackOff","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 13:58:37","node-349","69%","36%","94%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:00:33","node-350","84%","45%","57%","High Traffic","Failed","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:27:47","node-351","48%","35%","35%","Normal","Pending","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:54:53","node-352","54%","60%","36%","Normal","Pending","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:46:27","node-353","68%","66%","28%","High Traffic","Unknown","Container OOMKilled","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:11:25","node-354","94%","33%","76%","Normal","Unknown","Container OOMKilled","Kernel Panic","Connection Refused"
"2025-03-22 13:43:17","node-355","43%","68%","70%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:02:40","node-356","80%","87%","38%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:21:53","node-357","30%","37%","78%","Congested","Terminating","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:27:58","node-358","91%","70%","88%","High Traffic","Terminating","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:50:26","node-359","64%","86%","80%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:01:43","node-360","59%","46%","65%","Congested","Pending","Volume mount error","High CPU warning","Timeout detected"
"2025-03-22 13:47:33","node-361","9%","84%","56%","High Traffic","Failed","Container OOMKilled","Disk Failure","Connection Refused"
"2025-03-22 13:17:11","node-362","97%","20%","80%","High Traffic","Unknown","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 13:53:52","node-363","11%","23%","43%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:38:14","node-364","35%","40%","76%","High Traffic","Unknown","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:54:57","node-365","45%","25%","31%","Normal","Failed","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:29:46","node-366","59%","93%","91%","Normal","CrashLoopBackOff","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:34:56","node-367","58%","54%","60%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:21:23","node-368","86%","15%","22%","Normal","CrashLoopBackOff","Pod eviction error","High CPU warning","Timeout detected"
"2025-03-22 13:20:46","node-369","54%","10%","55%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:24:51","node-370","11%","98%","95%","Normal","Pending","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:37:18","node-371","35%","96%","39%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:18:19","node-372","47%","23%","98%","Normal","CrashLoopBackOff","Container OOMKilled","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:13:20","node-373","30%","9%","76%","Congested","Failed","Pod eviction error","Disk Failure","Packet Loss"
"2025-03-22 13:51:17","node-374","52%","49%","20%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:03:56","node-375","15%","23%","88%","High Traffic","CrashLoopBackOff","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:07:42","node-376","79%","86%","97%","Normal","Unknown","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:23:16","node-377","84%","98%","22%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:13:55","node-378","65%","32%","61%","Congested","CrashLoopBackOff","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:39:31","node-379","52%","94%","11%","High Traffic","Terminating","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:15:54","node-380","30%","71%","30%","Normal","Unknown","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:21:04","node-381","5%","48%","95%","High Traffic","Terminating","Pod eviction error","High CPU warning","Timeout detected"
"2025-03-22 13:13:08","node-382","86%","30%","90%","High Traffic","Pending","Container OOMKilled","Kernel Panic","Packet Loss"
"2025-03-22 13:35:53","node-383","53%","44%","46%","Normal","Failed","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 13:53:32","node-384","72%","34%","74%","Congested","Unknown","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:09:15","node-385","80%","7%","44%","Normal","Terminating","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:18:04","node-386","91%","90%","42%","High Traffic","Failed","Container OOMKilled","Disk Failure","Timeout detected"
"2025-03-22 14:00:15","node-387","6%","49%","18%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:27","node-388","64%","23%","54%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:22","node-389","15%","43%","17%","Congested","Unknown","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:16:03","node-390","40%","18%","30%","Congested","CrashLoopBackOff","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:34:22","node-391","38%","70%","76%","Normal","CrashLoopBackOff","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:03:46","node-392","26%","17%","11%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:50:22","node-393","71%","33%","11%","Normal","Pending","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:52:12","node-394","47%","9%","11%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:17","node-395","10%","85%","86%","Normal","Terminating","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:53:44","node-396","25%","37%","20%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:21:34","node-397","15%","25%","33%","Congested","Terminating","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:12:59","node-398","76%","31%","97%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:29:16","node-399","16%","88%","96%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:59:10","node-400","62%","39%","45%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:40:45","node-401","39%","35%","43%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:38:08","node-402","12%","48%","73%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:22:48","node-403","24%","94%","86%","Normal","Failed","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:47:32","node-404","6%","15%","85%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:05","node-405","70%","22%","73%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:09","node-406","62%","12%","31%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:04:13","node-407","51%","96%","84%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:31","node-408","34%","37%","13%","Congested","CrashLoopBackOff","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:18:44","node-409","35%","11%","65%","Normal","Failed","Pod eviction error","High CPU warning","Packet Loss"
"2025-03-22 13:07:32","node-410","69%","21%","61%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:21","node-411","5%","68%","31%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:00:32","node-412","34%","92%","27%","High Traffic","Terminating","Node NotReady","Kernel Panic","Timeout detected"
"2025-03-22 13:41:04","node-413","90%","41%","54%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:10","node-414","11%","71%","68%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:27:18","node-415","51%","11%","69%","High Traffic","Terminating","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:18:47","node-416","13%","37%","45%","Congested","Terminating","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:32:27","node-417","99%","65%","82%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:37:51","node-418","36%","80%","10%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:01:23","node-419","85%","97%","88%","High Traffic","CrashLoopBackOff","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:29:09","node-420","78%","68%","90%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:12:47","node-421","39%","70%","22%","Congested","Unknown","Volume mount error","Disk Failure","Connection Refused"
"2025-03-22 13:06:04","node-422","83%","98%","24%","Congested","Unknown","Volume mount error","Disk Failure","Connection Refused"
"2025-03-22 13:03:04","node-423","6%","30%","16%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:41","node-424","30%","37%","32%","Congested","Pending","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:11:21","node-425","17%","72%","56%","High Traffic","Terminating","Pod eviction error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:29:41","node-426","17%","70%","56%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:50","node-427","80%","88%","54%","Congested","Pending","Pod eviction error","Disk Failure","Connection Refused"
"2025-03-22 13:50:32","node-428","61%","38%","34%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:20","node-429","27%","78%","16%","Congested","Failed","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:48:28","node-430","14%","57%","29%","High Traffic","Unknown","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:30:55","node-431","82%","83%","81%","Congested","Failed","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:51:32","node-432","84%","51%","14%","Congested","Terminating","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:41:23","node-433","45%","95%","22%","Congested","Terminating","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:53:15","node-434","31%","80%","51%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:45:14","node-435","8%","24%","60%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:27:24","node-436","7%","88%","65%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:05","node-437","95%","15%","87%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:54","node-438","70%","52%","52%","Congested","Pending","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:15:27","node-439","76%","16%","61%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:00","node-440","45%","95%","34%","Congested","Terminating","Container OOMKilled","Kernel Panic","Packet Loss"
"2025-03-22 13:30:57","node-441","41%","15%","71%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:16:40","node-442","41%","25%","49%","Congested","Failed","Container OOMKilled","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:42:30","node-443","29%","13%","20%","Congested","Pending","Container OOMKilled","Kernel Panic","Connection Refused"
"2025-03-22 13:13:51","node-444","12%","70%","60%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:16","node-445","67%","22%","80%","High Traffic","CrashLoopBackOff","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:13:34","node-446","23%","16%","30%","Normal","Failed","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:03:29","node-447","63%","27%","50%","Congested","Terminating","Container OOMKilled","Kubelet restart detected","Connection Refused"
"2025-03-22 13:29:59","node-448","58%","84%","18%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:34","node-449","70%","69%","92%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:19:53","node-450","32%","42%","68%","Normal","Terminating","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:12:46","node-451","90%","46%","84%","High Traffic","Pending","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:40:46","node-452","88%","44%","10%","Normal","Failed","Node NotReady","Kernel Panic","Connection Refused"
"2025-03-22 13:13:48","node-453","81%","83%","74%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:26:03","node-454","97%","81%","39%","High Traffic","Pending","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:59:26","node-455","16%","78%","16%","High Traffic","Terminating","Pod eviction error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:36:58","node-456","93%","98%","69%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:16","node-457","79%","12%","77%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:30:26","node-458","34%","89%","38%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:35","node-459","27%","99%","40%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:04:28","node-460","95%","60%","54%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:28:25","node-461","53%","27%","19%","High Traffic","CrashLoopBackOff","Container OOMKilled","Kubelet restart detected","Connection Refused"
"2025-03-22 13:34:17","node-462","83%","98%","35%","Congested","Terminating","Volume mount error","Disk Failure","Connection Refused"
"2025-03-22 13:13:52","node-463","44%","6%","26%","Congested","Failed","Volume mount error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:19:49","node-464","61%","86%","65%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:26:34","node-465","27%","51%","94%","Normal","CrashLoopBackOff","Pod eviction error","Kernel Panic","Connection Refused"
"2025-03-22 13:19:49","node-466","83%","92%","42%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:32","node-467","73%","55%","74%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:56","node-468","72%","47%","19%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:09","node-469","68%","43%","54%","Normal","CrashLoopBackOff","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:25:52","node-470","68%","83%","37%","High Traffic","Failed","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:20:34","node-471","69%","34%","59%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:00:27","node-472","44%","36%","43%","High Traffic","Terminating","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:20:13","node-473","79%","38%","92%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:03:27","node-474","80%","9%","58%","Normal","Unknown","Volume mount error","High CPU warning","Connection Refused"
